list-d-none,8,4,1,96,1022179,10647
list-d-none,8,8,1,192,1159167,6037
list-d-none,8,16,1,384,378626,986
list-d-none,12,1,1,36,1211358,33648
list-d-none,12,2,1,72,1110843,15428
list-d-none,12,4,1,144,1127604,7830
list-d-none,12,8,1,288,1187162,4122
list-d-none,12,16,1,576,2023552,3513
list-il-none,2,1,1,6,116868,19478
list-il-none,2,2,1,12,105248,8770
list-il-none,2,4,1,24,124317,5179
list-il-none,2,8,1,48,145476,3030
list-il-none,2,16,1,96,160241,1669
list-il-none,2,32,1,192,213100,1109
list-il-none,4,1,1,12,233035,19419
list-il-none,4,2,1,24,222289,9262
list-il-none,4,4,1,48,191633,3992
list-il-none,4,8,1,96,1045543,10891
list-il-none,4,16,1,192,1049804,5467
list-il-none,8,1,1,24,1102356,45931
list-il-none,8,2,1,48,1179747,24578
list-il-none,8,4,1,96,1028042,10708
list-il-none,8,8,1,192,1183385,6163
list-il-none,12,1,1,36,1149982,31943
list-il-none,12,2,1,72,1253935,17415
list-il-none,12,4,1,144,1401681,9733
list-il-none,12,8,1,288,1492607,5182
list-il-none,12,16,1,576,1322227,2295
list-dl-none,2,1,1,6,113512,18918
list-dl-none,2,2,1,12,129880,10823
list-dl-none,2,4,1,24,137266,5719
list-dl-none,2,8,1,48,166166,3461
list-dl-none,2,16,1,96,186801,1945
list-dl-none,2,32,1,192,224234,1167
list-dl-none,4,1,1,12,175711,14642
list-dl-none,4,2,1,24,153709,6404
list-dl-none,4,4,1,48,204732,4265
list-dl-none,8,1,1,24,812164,33840
list-dl-none,8,2,1,48,1093194,22774
list-dl-none,8,4,1,96,1237389,12889
list-dl-none,8,8,1,192,1068862,5566
list-dl-none,8,16,1,384,1147466,2988
list-dl-none,12,1,1,36,1205001,33472
list-dl-none,12,2,1,72,1423729,19774
list-dl-none,12,4,1,144,1280710,8893
list-dl-none,12,8,1,288,1366471,4744
list-dl-none,12,16,1,576,2069474,3592
list-i-m,12,32,1,1152,1194298,1036
list-d-m,12,32,1,1152,1332027,1156
list-il-m,12,32,1,1152,1254631,1089
list-dl-m,12,32,1,1152,1148361,996
list-i-s,12,32,1,1152,1245151,1080
list-d-s,12,32,1,1152,1135794,985
list-il-s,12,32,1,1152,1108551,962
list-dl-s,12,32,1,1152,928170,805
list-none-none,1,1000,1,3000,4813929,1604
list-none-m,1,1000,1,3000,5491799,1830
list-none-m,2,1000,1,6000,28684152,4780
list-none-m,4,1000,1,12000,102220558,8518
list-none-m,8,1000,1,24000,323519640,13479
list-none-m,12,1000,1,36000,606833987,16856
list-none-m,16,1000,1,48000,790693545,16472
list-none-m,24,1000,1,72000,822604261,11425
list-none-s,1,1000,1,3000,6300944,2100
list-none-s,2,1000,1,6000,17890555,2981
list-none-s,4,1000,1,12000,62851225,5237
list-none-s,8,1000,1,24000,215541510,8980
list-none-s,12,1000,1,36000,445216951,12367
list-none-s,16,1000,1,48000,583316095,12152
list-none-s,24,1000,1,72000,979400152,13602
list-none-none,1,10,1,30,135324,4510
list-none-none,1,100,1,300,142806,476
list-none-none,1,1000,1,3000,2913408,971
list-none-none,1,10000,1,30000,264650906,8821
list-none-none,1,20000,1,60000,1056308578,17605
list-none-none,2,1,1,6,129756,21626
list-none-none,4,1,1,12,172144,14345
list-none-none,8,1,1,24,601098,25045
list-none-none,8,10,1,240,298009,1241
list-none-none,12,1,1,36,706276,19618
list-none-none,12,10,1,360,1069976,2972
list-i-none,2,1,1,6,112793,18798
list-i-none,2,2,1,12,122633,10219
list-i-none,2,4,1,24,106876,4453
list-i-none,2,8,1,48,132794,2766
list-i-none,4,1,1,12,499206,41600
list-i-none,4,2,1,24,155239,6468
list-i-none,4,4,1,48,164844,3434
list-i-none,4,8,1,96,836441,8712
list-i-none,8,1,1,24,265683,11070
list-i-none,8,2,1,48,975475,20322
list-i-none,8,4,1,96,976993,10177
list-i-none,8,8,1,192,968513,5044
list-i-none,12,1,1,36,690812,19189
list-i-none,12,2,1,72,1077230,14961
list-i-none,12,4,1,144,1060657,7365
list-i-none,12,8,1,288,1110462,3855
list-d-none,2,1,1,6,110968,18494
list-d-none,2,2,1,12,122305,10192
list-d-none,2,16,1,96,138613,1443
list-d-none,4,1,1,12,147859,12321
list-d-none,4,2,1,24,161725,6738
list-d-none,4,4,1,48,161491,3364
list-d-none,8,1,1,24,272019,11334
list-d-none,8,2,1,48,270779,5641
list-d-none,8,4,1,96,609607,6350
list-d-none,8,8,1,192,998411,5200
list-d-none,12,1,1,36,352164,9782
list-d-none,12,2,1,72,762809,10594
list-d-none,12,4,1,144,1056171,7334
list-d-none,12,8,1,288,1075914,3735
list-d-none,12,16,1,576,978361,1698
list-il-none,2,1,1,6,110856,18476
list-il-none,2,2,1,12,111783,9315
list-il-none,2,4,1,24,110266,4594
list-il-none,2,8,1,48,120221,2504
list-il-none,4,1,1,12,174984,14582
list-il-none,4,2,1,24,508871,21202
list-il-none,4,4,1,48,173828,3621
list-il-none,4,8,1,96,178401,1858
list-il-none,4,16,1,192,686768,3576
list-il-none,8,1,1,24,812212,33842
list-il-none,8,2,1,48,280957,5853
list-il-none,8,4,1,96,593966,6187
list-il-none,8,8,1,192,648712,3378
list-il-none,8,16,1,384,608743,1585
list-il-none,12,1,1,36,934390,25955
list-il-none,12,2,1,72,1061369,14741
list-il-none,12,4,1,144,1077611,7483
list-il-none,12,8,1,288,785130,2726
list-il-none,12,16,1,576,1099157,1908
list-dl-none,2,1,1,6,103779,17296
list-dl-none,2,2,1,12,126103,10508
list-dl-none,2,4,1,24,142227,5926
list-dl-none,2,8,1,48,121491,2531
list-dl-none,4,1,1,12,159735,13311
list-dl-none,4,2,1,24,189779,7907
list-dl-none,4,4,1,48,147121,3065
list-dl-none,8,1,1,24,956553,39856
list-dl-none,8,2,1,48,270691,5639
list-dl-none,8,4,1,96,629563,6557
list-dl-none,8,8,1,192,266431,1387
list-dl-none,12,1,1,36,848977,23582
list-dl-none,12,2,1,72,960218,13336
list-dl-none,12,4,1,144,849198,5897
list-i-m,12,32,1,1152,812410,705
list-d-m,12,32,1,1152,1166994,1013
list-il-m,12,32,1,1152,1016677,882
list-dl-m,12,32,1,1152,1147052,995
list-i-s,12,32,1,1152,1219612,1058
list-d-s,12,32,1,1152,1939127,1683
list-il-s,12,32,1,1152,1144041,993
list-dl-s,12,32,1,1152,1832706,1590
list-none-none,1,1000,1,3000,2893832,964
list-none-m,1,1000,1,3000,2887269,962
list-none-m,2,1000,1,6000,16595187,2765
list-none-m,4,1000,1,12000,79033113,6586
list-none-m,8,1000,1,24000,315890357,13162
list-none-m,12,1000,1,36000,641459827,17818
list-none-m,16,1000,1,48000,968064402,20168
list-none-m,24,1000,1,72000,1162432262,16144
list-none-s,1,1000,1,3000,2858218,952
list-none-s,2,1000,1,6000,16422715,2737
list-none-s,4,1000,1,12000,58150257,4845
list-none-s,8,1000,1,24000,207013452,8625
list-none-s,12,1000,1,36000,480842504,13356
list-none-s,16,1000,1,48000,575475263,11989
list-none-s,24,1000,1,72000,1180430273,16394
list-none-none,1,10,1,30,82416,2747
list-none-none,1,100,1,300,135576,451
list-none-none,1,1000,1,3000,2839856,946
list-none-none,1,10000,1,30000,384386054,12812
list-none-none,1,20000,1,60000,1369506086,22825
list-none-none,2,1,1,6,127888,21314
list-none-none,2,10,1,60,127271,2121
list-none-none,4,1,1,12,141078,11756
list-none-none,4,10,1,120,1062164,8851
list-none-none,8,1,1,24,1140023,47500
list-none-none,8,10,1,240,1249238,5205
list-none-none,12,1,1,36,947682,26324
list-none-none,12,10,1,360,1209922,3360
list-i-none,2,1,1,6,104108,17351
list-i-none,2,2,1,12,101323,8443
list-i-none,2,8,1,48,126385,2633
list-i-none,2,16,1,96,139946,1457
list-i-none,4,1,1,12,881951,73495
list-i-none,4,2,1,24,540865,22536
list-i-none,4,4,1,48,154439,3217
list-i-none,8,1,1,24,620980,25874
list-i-none,8,2,1,48,4807970,100166
list-i-none,8,4,1,96,980544,10214
list-i-none,8,8,1,192,1126875,5869
list-i-none,8,16,1,384,1004584,2616
list-i-none,12,1,1,36,975765,27104
list-i-none,12,2,1,72,888079,12334
list-i-none,12,4,1,144,1035089,7188
list-i-none,12,8,1,288,1214012,4215
list-i-none,12,16,1,576,1160803,2015
list-d-none,2,1,1,6,103107,17184
list-d-none,2,2,1,12,91226,7602
list-d-none,2,4,1,24,137669,5736
list-d-none,2,8,1,48,127668,2659
list-d-none,2,16,1,96,137792,1435
list-d-none,4,1,1,12,150276,12523
list-d-none,4,2,1,24,499547,20814
list-d-none,4,4,1,48,154998,3229
list-d-none,4,8,1,96,165111,1719
list-d-none,8,1,1,24,275323,11471
list-d-none,8,2,1,48,1070757,22307
list-d-none,8,4,1,96,1010881,10530
list-d-none,8,8,1,192,1188960,6192
list-d-none,8,16,1,384,1136793,2960
list-d-none,12,1,1,36,1253648,34823
list-d-none,12,2,1,72,1225191,17016
list-d-none,12,4,1,144,1229687,8539
list-d-none,12,8,1,288,1227851,4263
list-il-none,2,1,1,6,128000,21333
list-il-none,2,2,1,12,108240,9020
list-il-none,2,8,1,48,150835,3142
list-il-none,2,16,1,96,171368,1785
list-il-none,4,1,1,12,675964,56330
list-il-none,4,2,1,24,166200,6925
list-il-none,4,4,1,48,146600,3054
list-il-none,4,8,1,96,221638,2308
list-il-none,4,16,1,192,3989762,20780
list-il-none,8,1,1,24,332282,13845
list-il-none,8,2,1,48,827676,17243
list-il-none,8,4,1,96,1082480,11275
list-il-none,8,8,1,192,1057376,5507
list-il-none,8,16,1,384,333207,867
list-il-none,12,1,1,36,1271999,35333
list-il-none,12,2,1,72,1247566,17327
list-il-none,12,4,1,144,1257984,8736
list-il-none,12,8,1,288,1218887,4232
list-il-none,12,16,1,576,2086232,3621
list-dl-none,2,1,1,6,100217,16702
list-dl-none,2,2,1,12,104054,8671
list-dl-none,2,4,1,24,127236,5301
list-dl-none,2,8,1,48,151571,3157
list-dl-none,2,16,1,96,171132,1782
list-dl-none,2,32,1,192,205737,1071
list-dl-none,4,1,1,12,855080,71256
list-dl-none,4,2,1,24,155880,6495
list-dl-none,4,4,1,48,152094,3168
list-dl-none,4,8,1,96,177947,1853
list-dl-none,8,1,1,24,966622,40275
list-dl-none,8,2,1,48,979666,20409
list-dl-none,8,4,1,96,639203,6658
list-dl-none,8,8,1,192,973500,5070
list-dl-none,12,1,1,36,1098146,30504
list-dl-none,12,2,1,72,1205490,16742
list-dl-none,12,4,1,144,1043876,7249
list-dl-none,12,16,1,576,1304520,2264
list-i-m,12,32,1,1152,1277340,1108
list-d-m,12,32,1,1152,1705641,1480
list-il-m,12,32,1,1152,1412406,1226
list-dl-m,12,32,1,1152,1257443,1091
list-i-s,12,32,1,1152,1374039,1192
list-d-s,12,32,1,1152,2131393,1850
list-il-s,12,32,1,1152,1268518,1101
list-dl-s,12,32,1,1152,1361679,1182
list-none-none,1,1000,1,3000,5176413,1725
list-none-m,1,1000,1,3000,4002403,1334
list-none-m,2,1000,1,6000,32509790,5418
list-none-m,4,1000,1,12000,114074607,9506
list-none-m,8,1000,1,24000,308220492,12842
list-none-m,12,1000,1,36000,624431261,17345
list-none-m,16,1000,1,48000,790817194,16475
list-none-m,24,1000,1,72000,790179788,10974
list-none-s,1,1000,1,3000,3094621,1031
list-none-s,2,1000,1,6000,17744345,2957
list-none-s,4,1000,1,12000,40599170,3383
list-none-s,8,1000,1,24000,199268965,8302
list-none-s,12,1000,1,36000,384849085,10690
list-none-s,16,1000,1,48000,500101727,10418
list-none-s,24,1000,1,72000,1579014981,21930
list-none-none,1,10,1,30,97365,3245
list-none-none,1,100,1,300,152305,507
list-none-none,1,1000,1,3000,2859664,953
list-none-none,1,10000,1,30000,270193163,9006
list-none-none,1,20000,1,60000,1086140404,18102
list-none-none,2,1,1,6,154615,25769
list-none-none,2,10,1,60,870895,14514
list-none-none,4,1,1,12,977679,81473
list-none-none,8,1,1,24,636585,26524
list-none-none,8,10,1,240,1022354,4259
list-none-none,12,1,1,36,686465,19068
list-none-none,12,10,1,360,1055650,2932
list-i-none,2,1,1,6,142444,23740
list-i-none,2,2,1,12,94448,7870
list-i-none,2,8,1,48,158865,3309
list-i-none,4,1,1,12,184893,15407
list-i-none,4,2,1,24,148003,6166
list-i-none,4,4,1,48,165942,3457
list-i-none,4,8,1,96,173088,1803
list-i-none,8,1,1,24,807309,33637
list-i-none,8,2,1,48,676572,14095
list-i-none,8,4,1,96,925398,9639
list-i-none,8,8,1,192,1007250,5246
list-i-none,12,1,1,36,737171,20476
list-i-none,12,2,1,72,1073832,14914
list-i-none,12,4,1,144,1097688,7622
list-i-none,12,8,1,288,2288452,7946
list-i-none,12,16,1,576,1149752,1996
list-d-none,2,1,1,6,116620,19436
list-d-none,2,2,1,12,118667,9888
list-d-none,2,4,1,24,149070,6211
list-d-none,2,8,1,48,124520,2594
list-d-none,4,1,1,12,191879,15989
list-d-none,4,2,1,24,831235,34634
list-d-none,4,4,1,48,153485,3197
list-d-none,8,1,1,24,1003383,41807
list-d-none,8,2,1,48,274353,5715
list-d-none,8,4,1,96,278527,2901
list-d-none,8,8,1,192,279862,1457
list-d-none,12,1,1,36,1064907,29580
list-d-none,12,2,1,72,347363,4824
list-d-none,12,4,1,144,1084615,7532
list-d-none,12,8,1,288,1093191,3795
list-d-none,12,16,1,576,1121694,1947
list-il-none,2,1,1,6,123711,20618
list-il-none,2,2,1,12,136360,11363
list-il-none,2,4,1,24,157405,6558
list-il-none,2,8,1,48,174323,3631
list-il-none,2,32,1,192,216790,1129
list-il-none,4,1,1,12,174744,14562
list-il-none,4,2,1,24,168098,7004
list-il-none,4,4,1,48,149161,3107
list-il-none,8,1,1,24,1013306,42221
list-il-none,8,2,1,48,273959,5707
list-il-none,8,4,1,96,1022431,10650
list-il-none,8,8,1,192,982734,5118
list-il-none,8,16,1,384,966382,2516
list-il-none,12,1,1,36,367427,10206
list-il-none,12,2,1,72,1252874,17401
list-il-none,12,4,1,144,1205427,8371
list-il-none,12,8,1,288,1233977,4284
list-dl-none,2,1,1,6,101408,16901
list-dl-none,2,2,1,12,94083,7840
list-dl-none,2,4,1,24,939887,39161
list-dl-none,2,8,1,48,142633,2971
list-dl-none,2,16,1,96,157309,1638
list-dl-none,2,32,1,192,192239,1001
list-dl-none,4,1,1,12,157941,13161
list-dl-none,4,2,1,24,169505,7062
list-dl-none,4,4,1,48,165123,3440
list-dl-none,8,1,1,24,1008941,42039
list-dl-none,8,2,1,48,265196,5524
list-dl-none,8,4,1,96,986754,10278
list-dl-none,8,8,1,192,1066081,5552
list-dl-none,8,16,1,384,991520,2582
list-dl-none,12,1,1,36,1064168,29560
list-dl-none,12,2,1,72,1079785,14997
list-dl-none,12,4,1,144,1060063,7361
list-dl-none,12,8,1,288,1052346,3653
list-i-m,12,32,1,1152,1348028,1170
list-d-m,12,32,1,1152,1764263,1531
list-il-m,12,32,1,1152,1356899,1177
list-dl-m,12,32,1,1152,934297,811
list-i-s,12,32,1,1152,2058162,1786
list-d-s,12,32,1,1152,2183753,1895
list-il-s,12,32,1,1152,10105886,8772
list-dl-s,12,32,1,1152,1157366,1004
list-none-none,1,1000,1,3000,2834755,944
list-none-m,1,1000,1,3000,2915283,971
list-none-m,2,1000,1,6000,23154877,3859
list-none-m,4,1000,1,12000,99126505,8260
list-none-m,8,1000,1,24000,372253697,15510
list-none-m,12,1000,1,36000,550705352,15297
list-none-m,16,1000,1,48000,850768080,17724
list-none-m,24,1000,1,72000,1432136946,19890
list-none-s,1,1000,1,3000,2861253,953
list-none-s,2,1000,1,6000,19963590,3327
list-none-s,4,1000,1,12000,52470196,4372
list-none-s,8,1000,1,24000,226417813,9434
list-none-s,12,1000,1,36000,379377127,10538
list-none-s,16,1000,1,48000,761071939,15855
list-none-s,24,1000,1,72000,1219614707,16939
list-none-none,1,10,1,30,102418,3413
list-none-none,1,100,1,300,120340,401
list-none-none,1,1000,1,3000,2838911,946
list-none-none,1,10000,1,30000,417830496,13927
list-none-none,1,20000,1,60000,1754745003,29245
list-none-none,2,1,1,6,99547,16591
list-none-none,2,10,1,60,124323,2072
list-none-none,4,1,1,12,142704,11892
list-none-none,4,10,1,120,173043,1442
list-none-none,8,1,1,24,1082807,45116
list-none-none,8,10,1,240,1097551,4573
list-none-none,12,1,1,36,899305,24980
list-none-none,12,10,1,360,1226339,3406
list-i-none,2,1,1,6,136382,22730
list-i-none,2,2,1,12,122103,10175
list-i-none,2,4,1,24,148347,6181
list-i-none,2,8,1,48,137080,2855
list-i-none,2,16,1,96,149060,1552
list-i-none,4,1,1,12,622227,51852
list-i-none,4,2,1,24,917484,38228
list-i-none,4,4,1,48,930134,19377
list-i-none,4,8,1,96,892253,9294
list-i-none,8,1,1,24,1074438,44768
list-i-none,8,2,1,48,1076248,22421
list-i-none,8,4,1,96,1007436,10494
list-i-none,8,8,1,192,926824,4827
list-i-none,8,16,1,384,1087733,2832
list-i-none,12,1,1,36,1349938,37498
list-i-none,12,2,1,72,1147525,15937
list-i-none,12,4,1,144,1193517,8288
list-i-none,12,8,1,288,1407395,4886
list-i-none,12,16,1,576,1444954,2508
list-d-none,2,1,1,6,133189,22198
list-d-none,2,2,1,12,124418,10368
list-d-none,2,4,1,24,120691,5028
